AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
51579,565,24869,483,9192,3456,18946,53247,55.0,0
24425,513,30431,621,5681,658,328468,78110,50.0,0
24877,436,7690,498,4105,840,80430,26301,49.0,0
23505,514,22839,813,545,1563,93815,7023,55.0,0
109027,526,10510,728,1001,470,108706,64738,51.0,0
22239,571,19546,409,6945,4687,73040,50520,60.0,0
78774,609,38537,572,4678,699,11306,5340,47.0,0
39688,634,57163,597,2399,875,211369,11083,50.0,0
25464,551,16292,265,722,2768,99627,37142,57.0,0
30582,408,53456,228,1139,719,38538,10053,65.0,0
172485,639,33353,349,1385,465,19410,74697,44.0,1
300000,616,19685,322,3760,1090,14875,31372,43.2,1
40539,540,22677,303,3570,2920,56969,3084,54.0,0
41322,633,11046,600,2876,4705,31249,32086,39.2,1
76842,585,12753,362,7399,1970,19909,62490,57.0,0
58335,624,20475,994,981,2502,59936,26059,58.0,0
33835,622,14432,402,991,1392,38404,3258,48.0,0
61210,553,17206,231,2059,2492,72279,58885,58.0,0
62926,582,21405,348,14363,762,15125,2634,55.0,0
46410,584,9588,254,4740,2004,301334,31341,36.8,1
60223,672,60181,265,2732,1565,61899,21175,51.0,0
208583,586,9780,600,1504,517,38715,8705,41.6,1
29035,553,23553,621,1685,310,36034,35182,53.0,0
38024,529,18573,353,11396,1659,80247,105972,52.0,0
41450,591,19589,665,1468,1944,112419,65604,51.0,0
139468,609,15725,315,986,838,220316,30308,36.0,1
19966,564,52071,276,2842,510,104773,63929,56.0,0
68823,565,20165,484,21410,1247,22657,7505,59.0,0
42844,568,48812,484,3583,1471,15374,4899,54.0,0
121459,554,7355,239,8339,5513,37359,128187,44.8,1
47305,433,47733,378,722,317,53515,10355,55.0,0
15604,555,17318,287,2616,1652,282229,7776,50.0,0
157300,609,23670,188,7190,2660,14540,8249,40.0,1
35660,552,23381,516,6074,1694,56621,3410,58.0,0
15638,548,4622,303,1181,474,103117,20031,51.0,0
44462,645,20304,376,813,129,48963,74751,51.0,0
49103,556,18841,467,1398,4110,27822,13326,55.0,0
29693,539,12553,499,15517,662,42431,5412,59.0,0
21210,582,23163,244,243,6219,63935,33600,57.0,0
53025,497,17191,519,3110,2120,219436,14280,51.0,0
20328,456,17993,378,1630,408,141892,16265,58.0,0
22965,458,23902,285,7998,2336,178433,8231,59.0,0
116560,641,24377,169,3968,1015,25903,102928,36.8,1
39415,613,31476,535,2295,357,38471,6626,56.0,0
18122,529,38470,238,640,577,59377,75229,55.0,0
30971,587,20732,279,1540,1120,11839,3890,52.0,0
41633,520,18398,893,1155,963,50407,24958,53.0,0
57656,573,38753,531,1732,4906,81415,3939,68.0,0
61840,550,12347,244,1500,89,89489,3169,42.400000000000006,1
70789,534,13403,818,2520,126,52288,22770,55.0,0
58669,585,13735,455,10005,619,124110,128344,60.0,0
57919,579,28526,229,3056,798,46177,15642,54.0,0
45097,532,13264,367,5895,1522,431732,160048,38.400000000000006,1
22737,609,22778,875,458,227,67764,12965,53.0,0
121335,632,19742,385,4653,2053,75028,19895,42.400000000000006,1
77637,595,52906,369,2029,552,20461,5271,61.0,0
39932,551,19258,193,6305,1658,66321,46512,51.0,0
23652,566,16240,677,1917,60,96014,21866,53.0,0
165203,607,15756,755,12876,3377,210088,6350,35.2,1
28147,554,14166,1291,2824,1028,30451,5699,59.0,0
46498,538,44498,295,8173,113,22294,10690,51.0,0
28822,543,34376,358,2264,1932,64170,143307,60.0,0
45957,508,16945,143,10083,189,46554,19451,54.0,0
24920,518,24165,785,3198,387,121745,174278,57.0,0
15000,616,28410,268,2623,295,119296,91629,52.0,0
68986,620,24550,859,993,2996,124940,23781,38.400000000000006,1
87577,575,35050,398,1678,2280,9078,28476,62.0,0
32293,540,34532,417,1345,4548,33838,37038,50.0,0
226408,536,9161,872,1158,3557,38497,6965,41.6,1
39765,516,16703,222,5842,1367,17892,13437,57.0,0
43476,563,15954,454,914,1209,24594,26597,60.0,0
55063,584,25757,195,2346,2353,132793,68175,49.0,0
38671,665,23494,805,7157,2046,19964,161360,54.0,0
26842,554,27929,736,5066,295,82536,26487,57.0,0
25571,503,18737,465,4608,1204,92391,18260,54.0,0
38188,511,82633,602,2941,1105,106607,18860,51.0,0
65635,549,26525,225,2513,858,51133,11095,76.0,0
43162,575,10879,822,384,3758,209118,84155,56.0,0
88640,627,43030,465,1779,3037,53122,15603,56.0,0
28409,572,24910,273,5595,1249,29255,13647,60.0,0
28706,571,30181,358,2527,391,87772,58619,54.0,0
23171,577,41493,315,1033,258,45158,16976,57.0,0
15000,591,10659,333,2813,1113,35709,50582,59.0,0
29723,536,7182,840,13910,2386,22345,42900,55.0,0
44173,604,22458,378,4488,283,51567,8452,54.0,0
68536,623,53526,297,8660,616,392890,41889,53.0,0
75934,563,26835,401,4394,742,40513,6282,52.0,0
17609,608,22129,307,4190,2053,48228,19812,51.0,0
43450,538,15197,299,16476,775,75479,12970,55.0,0
17544,503,14219,761,2886,1802,196570,13787,56.0,0
69223,609,37100,1056,2301,221,8333,16030,57.0,0
39659,543,20909,478,4082,11088,18437,4798,57.0,0
33144,568,20622,358,8599,9529,114284,53139,49.0,0
47557,598,17804,449,6851,3627,19877,17973,57.0,0
53960,488,22702,470,5819,1269,43410,21632,52.0,0
50552,591,20756,115,2782,1247,42775,6266,56.0,0
53844,608,36564,296,2640,1490,23577,76181,53.0,0
66027,563,15467,632,11006,431,12378,47942,39.2,1
45664,590,35591,175,2288,1214,595318,57459,47.0,0
27282,633,8883,279,2296,2222,71719,6001,36.8,1
21472,613,4444,583,2179,986,60844,7813,53.0,0
30784,560,17673,126,2886,548,99056,176144,56.0,0
51537,536,31049,455,1446,356,13052,11879,59.0,0
19685,574,11882,271,3649,3398,117963,37963,50.0,0
105376,595,20223,283,1311,15030,113375,10250,42.400000000000006,1
19662,515,36869,621,2902,1585,18114,18122,55.0,0
39526,538,33775,451,7029,2213,82323,14497,51.0,0
107417,617,52114,342,3619,2984,33621,86322,37.6,1
38705,604,26770,248,955,348,279417,62768,46.0,0
22115,614,17656,314,6196,503,104351,28712,56.0,0
15000,615,12901,227,9993,1365,15169,38575,61.0,0
77498,569,21276,285,7191,1906,35670,108307,54.0,0
42657,533,23508,198,2147,2030,4757,4255,60.0,0
75069,588,18811,220,6525,517,51337,47649,41.6,1
53001,603,15944,391,11879,1675,51934,62988,53.0,0
35541,617,36742,211,1340,1884,22292,4002,56.0,0
26708,557,9254,573,3121,929,76116,24405,50.0,0
51345,609,8775,406,2818,1058,70204,6759,36.0,1
98594,650,14248,908,5136,1967,318321,6677,31.200000000000003,1
15000,645,28038,711,2818,1514,117624,22108,66.0,0
96224,557,31534,302,4756,3091,59461,20828,68.0,0
37989,616,27019,491,1004,893,66290,22499,56.0,0
45172,642,29226,187,2347,1448,82245,70478,57.0,0
82442,616,21371,869,9491,7086,118255,10964,36.8,1
36012,421,21120,494,6360,1228,423603,24794,65.0,0
76329,597,48182,437,6781,1992,30122,45184,56.0,0
22111,590,14115,238,4250,1285,313123,26833,50.0,0
43676,611,6639,311,20269,1015,149914,11004,45.0,0
49007,551,56506,416,2877,960,78080,39152,54.0,0
45638,628,15931,572,1391,994,62806,128380,56.0,0
35598,621,26076,155,5054,4462,26124,32558,47.0,0
48545,615,26625,327,3886,2364,81082,115144,54.0,0
47546,530,15423,840,2534,320,8150,11078,58.0,0
143928,618,17121,919,246,2296,217621,3666,36.8,1
60897,586,36346,396,1573,732,10880,30078,69.0,0
63732,515,13927,862,8823,909,130368,26570,47.0,0
42167,538,62847,318,2342,300,256990,8052,50.0,0
15000,572,51382,684,578,968,196828,64766,48.0,0
37860,569,11068,748,514,1651,79314,12011,48.0,0
32675,565,22577,423,23107,5850,117729,12100,49.0,0
31763,530,24147,281,14930,4507,30972,13256,64.0,0
34924,507,32527,336,15698,909,115985,25642,55.0,0
39186,454,36899,320,4258,255,72317,45361,56.0,0
43675,602,34883,444,1163,2210,108859,89991,50.0,0
59758,560,41318,807,1930,272,6416,10221,54.0,0
68064,600,19896,316,5025,341,14220,45116,50.0,0
58343,564,50075,631,18214,1866,143620,31282,46.0,0
16930,568,13895,252,1897,833,33790,19702,59.0,0
86169,587,29833,653,1121,5676,128893,33338,37.6,1
77728,580,11473,319,1305,212,20248,32099,41.6,1
39884,549,37711,138,2067,1194,82399,25272,56.0,0
18855,509,22047,579,2572,3771,211767,149178,53.0,0
126400,608,42653,784,4103,351,76452,38763,48.0,0
32099,582,14532,384,2076,3656,38250,99457,59.0,0
52222,499,20247,384,5702,1531,82868,7125,51.0,0
51896,632,19883,349,58690,812,108476,12164,51.0,0
104346,501,14110,581,19115,1207,223806,34547,40.0,1
53033,552,12292,306,3374,143,3528,47202,56.0,0
52419,656,17025,461,770,1631,32422,5909,47.0,0
37698,560,28246,697,840,318,87367,35663,55.0,0
36121,589,16665,270,1040,1578,11189,16714,56.0,0
39977,596,33084,654,1882,614,105159,64476,56.0,0
59024,588,17781,453,2009,416,41562,59490,57.0,0
35075,618,24385,575,2510,3106,28074,16270,48.0,0
37740,608,29217,620,3353,3921,69601,30465,54.0,0
37143,589,42677,149,2519,5400,73013,40555,65.0,0
31422,485,15333,548,7744,4759,44479,6726,65.0,0
53193,544,28522,330,2910,466,86759,76299,57.0,0
52129,567,18438,343,6605,561,126454,9466,57.0,0
21966,569,33264,520,8679,1114,69187,24548,54.0,0
43624,567,22219,977,5458,2622,14813,46266,60.0,0
67286,588,15044,719,4592,1834,20033,15012,59.0,0
142654,670,40602,380,2980,4577,79678,5279,37.6,1
88971,613,12902,502,1932,10917,168801,8521,36.0,1
43851,561,17634,778,3318,960,151379,159961,62.0,0
44781,586,9552,170,2916,740,17336,15629,57.0,0
119487,581,16592,193,5045,5282,56633,14386,42.400000000000006,1
43709,546,23849,385,1570,2153,49722,26928,57.0,0
80425,563,11762,507,3177,9142,42320,7241,44.8,1
51631,526,13546,188,634,3748,77065,3326,37.6,1
15000,579,31166,410,778,875,34427,36587,56.0,0
96669,608,18773,833,8455,309,150569,54823,36.8,1
95232,637,40416,532,1592,1429,138540,18891,36.8,1
36612,512,24926,673,2602,103,54599,30079,60.0,0
26304,562,25955,330,1878,361,74874,10451,55.0,0
122962,551,9366,602,1298,1831,219097,82754,48.0,1
64479,616,49081,570,6187,1342,17592,22274,52.0,0
51150,556,25698,295,256,771,104250,38388,53.0,0
61944,555,11212,305,10832,4601,146663,13492,48.0,0
210942,529,7098,517,5627,374,17103,27611,47.2,1
80231,522,19278,918,1840,1144,124296,2578,52.0,0
66113,570,19689,346,893,1831,190599,49048,59.0,0
45033,535,36990,196,2493,598,24248,15801,50.0,0
132334,574,13357,443,1225,283,61154,18897,40.8,1
93849,564,32749,252,1850,779,29719,8551,39.2,1
74979,619,26292,356,10908,224,83918,31581,51.0,0
62078,501,25113,390,1294,723,18614,25091,43.2,1
80411,550,55511,982,768,713,70652,36742,73.0,0
53263,551,31712,700,7034,1015,163556,11234,48.0,0
53679,607,22745,212,7612,1911,49176,96109,50.0,0
31543,563,13262,296,5632,582,51432,10575,55.0,0
27281,524,42712,553,4935,254,76766,27608,53.0,0
49659,540,23968,659,6748,273,234861,14727,49.0,0
26623,527,47848,370,1504,1867,37995,126204,59.0,0
73611,599,17253,192,17716,150,28614,5614,45.6,1
53654,588,35151,660,2335,1148,78008,26841,57.0,0
21690,612,11877,653,2955,3464,192849,9078,52.0,0
41799,569,17102,501,2192,55,50182,3242,53.0,0
60578,472,41031,357,4504,542,35534,7068,52.0,0
23326,636,27081,587,5305,732,21118,13075,52.0,0
65579,621,28194,374,3016,549,52945,7926,50.0,0
24824,613,23360,537,1361,1648,192374,12183,49.0,0
109872,537,17476,691,16187,5299,21486,18662,38.400000000000006,1
57181,595,14594,140,3313,4503,48954,85743,54.0,0
20786,577,9457,326,580,2003,64483,9376,54.0,0
67436,518,26863,938,5214,1058,106626,4145,52.0,0
36065,623,12380,238,5529,1416,56635,41939,51.0,0
27564,598,47820,729,5575,2834,106121,3244,49.0,0
73157,580,41736,1427,39112,1081,134731,4564,54.0,0
121151,656,14702,319,14859,472,24266,32000,36.8,1
58652,585,37291,383,8607,814,108570,19160,49.0,0
40845,503,38199,425,907,835,85069,24792,58.0,0
42470,496,24021,194,9944,376,134695,16123,57.0,0
29482,560,29873,365,5469,1678,213772,30643,59.0,0
36449,549,15415,289,661,409,29773,6753,57.0,0
59537,587,12995,367,2706,7885,37436,137733,51.0,0
24725,646,33813,420,1587,964,33532,39691,53.0,0
70621,540,78376,394,5202,4183,21630,26488,55.0,0
15554,545,8776,128,1265,486,41860,48627,56.0,0
22126,598,34462,652,2721,1730,60209,13402,53.0,0
78318,576,12442,468,730,474,13286,10683,47.2,1
21920,551,12054,307,3641,641,310747,288133,58.0,0
26645,615,18960,487,2389,2797,32973,22417,51.0,0
41214,422,15757,332,304,311,99954,7846,56.0,0
30427,590,5995,348,2062,540,165982,89211,56.0,0
46107,521,34854,180,3777,1607,20936,18686,56.0,0
40379,527,8351,378,3920,104,19416,59747,53.0,0
29840,593,36561,678,736,576,9673,28180,51.0,0
23573,630,19707,245,3170,959,50089,39877,49.0,0
46958,562,36155,789,1694,884,38325,9396,63.0,0
98543,615,10767,954,4449,780,172063,24387,35.2,1
55687,553,15592,711,3912,4892,27458,411142,44.0,1
56602,561,19082,255,448,590,42717,3848,56.0,0
163118,606,14978,241,905,5820,9115,38669,44.8,1
58544,412,17857,297,1579,594,21211,46126,67.0,0
19861,555,29905,695,1522,509,199836,7692,58.0,0
43565,627,21032,318,2171,651,160285,18716,51.0,0
49203,567,15939,376,1315,3417,8471,25571,61.0,0
23729,497,19420,331,3986,716,78300,37776,58.0,0
46314,600,22086,395,2199,9776,13517,15724,52.0,0
56421,589,12789,181,853,330,102597,42197,44.0,1
50968,648,15263,255,2684,1586,65246,32932,59.0,0
26046,620,12232,448,20499,1508,308397,24739,45.0,0
115171,586,14397,668,4185,133,58861,46412,46.400000000000006,1
56740,565,28861,260,1503,3023,22957,2676,58.0,0
26797,561,8816,290,4755,2511,48499,61976,60.0,0
85839,577,6356,299,2357,503,46908,16493,43.2,1
54247,553,9242,239,4773,678,172429,51861,44.8,1
105048,651,22491,320,4464,418,148501,12377,31.200000000000003,1
53115,587,17707,385,3829,2473,7346,12677,55.0,0
21885,499,53165,378,4131,504,13860,7615,52.0,0
29160,578,20647,228,912,4329,33584,48944,60.0,0
84177,601,28908,293,4888,175,96311,3339,34.4,1
122613,650,25800,670,4751,596,89690,57482,42.400000000000006,1
18420,415,14686,206,7696,495,51951,16012,52.0,0
90614,578,12967,447,242,680,61018,88031,42.400000000000006,1
91088,623,25062,698,3737,471,63037,52037,43.2,1
35595,607,9913,438,4710,2884,50526,19001,47.0,0
36809,530,18426,323,1897,980,66260,18919,63.0,0
15840,649,49568,607,2151,1883,27244,52287,55.0,0
41714,601,14571,835,5865,222,29468,27081,51.0,0
46936,541,14433,340,1088,7173,245645,52293,46.0,0
46909,574,9378,390,275,1302,94968,25681,54.0,0
52127,627,9019,195,20349,738,25003,31387,37.6,1
41551,579,15652,543,1565,4123,132638,7225,56.0,0
29017,613,12320,241,832,413,177326,975,45.0,0
62695,623,34409,122,2133,6722,317059,90361,49.0,0
138633,582,11218,266,10097,880,116337,3910,43.2,1
82795,667,42823,346,961,348,100248,39810,45.0,0
34894,526,14784,398,2428,600,108204,65416,54.0,0
33380,579,34531,357,3397,952,163666,22499,49.0,0
50551,625,43561,593,538,525,105892,85324,50.0,0
24229,615,25589,425,2904,277,7262,9525,54.0,0
20297,587,36977,390,605,515,28241,14827,51.0,0
50448,480,16295,244,3678,1328,28778,48967,55.0,0
61680,624,33703,174,10830,1987,1033521,118185,30.4,1
32215,617,29544,465,1272,1427,66297,98294,51.0,0
109527,572,24242,282,3308,2785,69947,29627,40.8,1
28176,609,6491,468,1764,55,63717,22176,55.0,0
50297,608,20574,234,9266,89,9355,28264,51.0,0
79992,555,24981,368,3812,361,99402,13989,47.0,0
53580,494,27856,828,8071,979,291860,8098,37.6,1
72463,631,30067,375,14143,311,14454,10542,50.0,0
71959,614,48345,1318,14944,4344,67003,15549,51.0,0
26461,483,24401,425,2349,388,50177,84784,54.0,0
28899,614,16279,277,2174,571,83013,11398,51.0,0
99807,609,24152,380,5679,2470,75449,14119,52.0,0
79491,590,47332,348,1017,806,88975,12018,49.0,0
75473,612,36883,637,16596,6102,117173,9222,57.0,0
24498,526,23133,576,7923,2546,15260,7677,68.0,0
96123,582,24502,792,5112,1705,332609,15449,39.2,1
39960,548,13663,306,3611,1845,210196,72251,46.0,0
31900,647,30328,211,12948,578,79514,22639,48.0,0
30221,587,15245,214,8639,1361,291101,23802,48.0,0
62762,655,17577,243,1234,434,148063,17066,40.8,1
126385,573,29039,264,1242,2409,147798,32367,44.0,0
29085,537,44340,356,3369,761,39812,5036,52.0,0
17849,508,10629,301,7263,2366,39709,22064,64.0,0
21608,520,20334,426,2605,1003,240262,64338,55.0,0
39404,418,57615,502,10880,636,36220,49508,54.0,0
60532,560,20397,243,7044,179,42166,14658,57.0,0
64770,618,27987,472,9226,329,66213,39571,39.2,1
15000,589,14906,348,1694,2059,118836,13906,48.0,0
36206,614,19255,296,9186,11249,34011,17770,53.0,0
49988,488,17745,577,2919,6974,49990,49425,58.0,0
35972,591,29765,825,908,361,99922,73277,51.0,0
33052,421,60529,306,2438,2827,27711,66755,51.0,0
77042,503,15012,401,1746,1803,896891,18978,32.800000000000004,1
58521,403,47557,358,6916,1081,80884,7075,70.0,0
34807,525,24408,613,1855,3251,26569,19078,55.0,0
81862,536,30193,477,6639,314,185245,9759,55.0,0
79757,527,18127,286,3887,12787,75607,36906,60.0,0
31649,601,20149,535,2029,1322,128650,34376,47.0,0
31669,668,24775,258,2720,743,101695,54805,51.0,0
35253,599,9752,368,5219,814,42198,68922,53.0,0
32879,597,16764,303,1302,1478,28340,17143,52.0,0
36447,582,18232,257,10085,1835,37315,96327,54.0,0
37693,558,23431,334,1702,757,54652,6434,51.0,0
43302,526,41347,410,2746,1079,23393,42924,67.0,0
15000,590,31015,184,2319,4152,24552,42745,69.0,0
62081,605,16257,100,1539,4306,99504,6451,44.0,0
39034,603,30216,542,5651,3118,31026,27677,49.0,0
49171,574,19499,217,9770,399,28756,37887,54.0,0
40717,602,26459,363,2927,3604,33622,72397,49.0,0
35004,562,28133,73,3602,2109,71968,6801,59.0,0
36657,515,26708,413,4147,1554,96274,18773,71.0,0
95287,562,30178,265,7665,595,9755,28698,58.0,0
37392,443,36555,641,3086,1881,29102,7833,55.0,0
76832,542,26262,741,2546,761,9387,17492,49.0,0
83750,640,26230,501,4195,453,83569,135684,36.0,1
50386,665,10193,617,6531,1023,140011,8158,36.0,1
34850,598,16408,435,1961,335,102709,86255,52.0,0
30432,552,40529,460,1950,1311,82129,5988,54.0,0
32448,544,33395,383,1662,648,14204,31564,54.0,0
35254,596,26124,609,6608,3263,123399,15585,50.0,0
63080,585,31086,325,9354,2118,115461,24095,48.0,0
28014,432,18075,867,2406,873,10277,18910,58.0,0
71886,571,24120,391,7481,598,49508,552089,49.0,0
29777,604,16332,399,460,311,79140,105522,50.0,0
15269,595,22946,380,3887,986,129718,4733,53.0,0
18381,554,41441,810,4867,5223,25572,14416,52.0,0
25984,468,30185,360,2453,5981,77319,19620,50.0,0
31894,551,16000,379,26032,1462,27494,13447,51.0,0
27673,608,4850,637,1698,608,243093,10331,45.0,0
80825,577,14404,364,6364,1338,19296,20190,64.0,0
36253,560,20192,253,4858,980,34740,31563,41.6,1
15598,614,10462,461,2932,808,8884,14851,53.0,0
82273,657,22222,367,3496,1670,24834,39193,36.0,1
103833,600,67952,669,2798,1393,84137,44604,52.0,0
65792,522,12870,195,635,5887,67997,4331,47.2,1
38991,632,20372,450,25921,78,147298,7596,40.8,1
46691,565,77265,351,675,369,79919,198351,60.0,0
29719,590,21335,222,2856,1340,14360,7480,60.0,0
28777,608,30188,229,6625,1337,94750,90951,49.0,0
40618,627,31269,379,1397,7533,589631,85054,44.0,0
58297,603,37796,184,7370,3091,404591,47704,43.0,0
41756,594,27006,315,1549,3803,39201,81222,59.0,0
113239,571,58044,789,2915,1368,72954,129493,52.0,0
36154,469,16130,899,3712,1928,70661,55888,53.0,0
101157,553,78093,185,268,517,31183,32563,58.0,0
212619,628,21601,1015,2627,1829,23671,15738,44.8,1
27194,571,11454,363,4707,206,10870,58730,58.0,0
65224,588,28222,219,819,301,38248,66122,57.0,0
60850,503,12160,665,687,2569,18413,24972,52.0,0
47137,495,21725,489,8539,9625,18164,14882,56.0,0
71931,675,19654,319,3347,135,49593,6989,37.6,1
234151,596,21077,412,3440,8003,167674,10494,38.400000000000006,1
121729,598,25301,902,5837,484,113157,18674,38.400000000000006,1
15000,641,21131,160,6661,539,81186,13082,47.0,0
132331,583,36557,420,299,1312,28951,4886,40.0,1
130103,599,39583,785,7768,586,164689,113392,62.0,0
125669,640,15088,387,21354,514,126565,3017,42.400000000000006,1
69810,533,13949,495,36807,3540,40347,22600,40.0,1
137278,602,27374,229,565,772,143178,39961,32.800000000000004,1
98228,634,20607,323,6358,780,139302,54339,51.0,0
56438,520,26009,493,3317,757,100813,8962,59.0,0
58765,611,10692,1236,756,644,100360,12331,52.0,0
29178,573,9442,542,672,2561,78519,17631,49.0,0
23357,631,42278,373,7966,746,60445,34119,50.0,0
92976,643,32174,1083,2335,291,55905,3561,53.0,0
74194,505,52913,425,22311,4399,40816,107597,53.0,0
46501,598,27746,1024,2857,836,87840,27984,49.0,0
23888,512,31489,291,562,797,114345,18603,62.0,0
23547,584,8763,259,7997,2053,257447,6832,57.0,0
33141,517,8984,634,2573,850,21576,35801,54.0,0
85931,606,23743,746,505,1845,33840,6833,37.6,1
161123,604,23807,661,2870,4716,258610,26208,36.8,1
47665,547,17784,247,4264,630,61616,24354,63.0,0
64169,600,19611,157,1260,1403,84962,14677,57.0,0
75757,549,10449,158,13402,491,54813,11454,54.0,0
50233,502,32482,600,13648,2846,16494,122923,66.0,0
62323,553,20965,277,3931,362,26742,71577,60.0,0
112493,637,13165,233,1028,803,49182,17854,36.0,1
89184,486,30723,419,1287,1592,37070,10044,41.6,1
67930,590,17196,236,2678,930,368511,24535,36.8,1
37133,625,20168,619,3687,829,30330,16373,51.0,0
41372,481,52908,479,7219,604,52460,59372,53.0,0
18324,614,23898,103,23456,220,43002,7319,58.0,0
70892,667,21585,319,1850,615,45111,11092,44.0,1
90267,446,11840,635,2729,1516,144848,26831,42.400000000000006,1
